TestName,ParameterName,ResultTypeName
Histopath - Lymph node >5 samples,Biopsy No,SingleLine Text
Histopath - Lymph node >5 samples,Comment:,Template
Histopath - Lymph node 3-5,Biopsy No,SingleLine Text
Histopath - Lymph node 3-5,Comment:,Template
Histopath - Lymph node axillary resection,Comment:,Template
Histopath - Lymph node dissection - Radical,Comment:,Template
Histopath - Lymph node Inguinal dissection,Comment:,Template
Histopath - Lymph node upto 2,Biopsy No,SingleLine Text
Histopath - Lymph node upto 2,Comment:,Template
Histopath - Lymphoma Panel by FISH (Oncquest),Comment:,Template
Histopath - Lymphoma second opinion with IHC(CMC Vellore),Comment :-,Template
Histopath - Mandibulectomy,Comment:,Template
Histopath - Mandibulectomy,Comment:,Template
Histopath - Maxillary Sinus,Biopsy No,SingleLine Text
Histopath - Maxillary Sinus,Comment:,Template
Histopath - Maxillectomy,Comment:,Template
Histopath - Mediastinal biopsy,Biopsy No,SingleLine Text
Histopath - Mediastinal biopsy,Comment:,Template
Histopath - Meningioma,Comment:,Template
Histopath - MGMT Gene Mutation Analysis(Medgenome),Comment:,Template
Histopath - MSI by IHC (ONCQUEST),Comment:,Template
Histopath - Muscle & Nerve Biopsy ( NIMHANS),Comment:,Template
Histopath - Muscle/Nerve,Comment:,Template
Histopath - Myomectomy,Biopsy No,SingleLine Text
Histopath - Myomectomy,Comment:,Template
Histopath - N - myc Gene amplification by FISH (Oncquest),Comment:,Template
Histopath - Nasal polyp,Biopsy No,SingleLine Text
Histopath - Nasal polyp,Comment:,Template
Histopath - Neck node dissection,Comment:,Template
Histopath - Nephrectomy,Biopsy No,SingleLine Text
Histopath - Nephrectomy,Comment:,Template
Histopath - NGS Lung plus panel (Oncquest),Comment:,Template
Histopath - NRAS Mutation (Quest),Comment:,Template
Histopath - NSCLC Panel 2 (ONCQUEST),ALK Analysis (FISH),SubHeading
Histopath - NSCLC Panel 2 (ONCQUEST),EGFR Mutation analysis,SubHeading
Histopath - NSCLC Panel 5 (ONCQUEST),Comment:,Template
Histopath - Omental biopsy,Biopsy No,SingleLine Text
Histopath - Omental biopsy,Comment:,Template
Histopath - Orchidectomy,Biopsy No,SingleLine Text
Histopath - Orchidectomy,Comment:,Template
Histopath - Ovarian Cyst (small),Biopsy No,SingleLine Text
Histopath - Ovarian Cyst (small),Comment:,Template
Histopath - Ovarian tumour/Large cyst,Biopsy No,SingleLine Text
Histopath - Ovarian tumour/Large cyst,Comment:,Template
Histopath - P,Comment:,Template
Histopath - Pancreatic resection,Comment:,Template
"Histopath - Panel 1 (medgenome) EGFR, Alk, ROS1, PDL1",Comment:,Template
Histopath - Parapharyngeal mass excision,Comment:,Template
Histopath - Parotidectomy/Salivary gland,Biopsy No,SingleLine Text
Histopath - Parotidectomy/Salivary gland,Comment:,Template
Histopath - Partial Nephrectomy,Biopsy No,SingleLine Text
Histopath - Partial Nephrectomy,Comment:,Template
Histopath - PDL 1 ( Clone SP 263 ) by IHC (Oncquest),Comment:,Template
Histopath - PDL 1 Nivolumeb (Quest),Comment:,Template
Histopath - PDL 1 Pembrolizumab (Quest),Comment:,Template
Histopath - PDL1 Analysis by IHC  ( Medgenome),Comment:,Template
Histopath - Peritoneal biopsy,Biopsy No,SingleLine Text
Histopath - Peritoneal biopsy,Comment:,Template
Histopath - Pilonidal sinus,Biopsy No,SingleLine Text
Histopath - Pilonidal sinus,Comment:,Template
Histopath - Pituitary Tumour,Comment:,Template
Histopath - Pituitary tumour,Comment:,Template
Histopath - Placenta,Biopsy No,SingleLine Text
Histopath - Placenta,Comment:,Template
Histopath - Pleural biopsy,Biopsy No,SingleLine Text
Histopath - Pleural biopsy,Comment:,Template
Histopath - Polypectomy,Biopsy No,SingleLine Text
Histopath - Polypectomy,Comment:,Template
Histopath - Products of conception,Biopsy No,SingleLine Text
Histopath - Products of conception,Comment:,Template
Histopath - Punch biopsy,Biopsy No,SingleLine Text
Histopath - Punch biopsy,Comment:,Template
Histopath - QUEST EXPERT DIAGNOSIS,Comment:,Template
Histopath - Radial Mastectomy,Biopsy No,SingleLine Text
Histopath - Radial Mastectomy,Comment:,Template
Histopath - Radical Cystectomy (Urinary bladder),Comment:,Template
Histopath - Radical Hysterectomy,Comment:,Template
Histopath - Radical Prostatectomy,Biopsy No,SingleLine Text
Histopath - Radical Prostatectomy,Comment:,Template
Histopath - Renal - IHC - CMV (Outsource),Comment:,Template
Histopath - Renal - IHC - SV40 (Outsource),Comment:,Template
"Histopath - Renal biopsy - Electron microscopy (Jaslok, Bombaby)",1:1 Undilution,List Of Choices
"Histopath - Renal biopsy - Electron Microscopy(Jaslok,Bombaby)",Comment:,Template
Histopath - Ros Inarrangement by FISH (Oncquest),Comment:,Template
Histopath - ROS-1 Rearrangement FISH (Oncquest),Comment:,Template
histopath - Rrenal biopsy - Electron microscopy,Observation,List Of Choices
Histopath - Salivary gland excision,Comment:,Template
Histopath - Salpingo Oopherectomy,Comment:,Template
Histopath - Second opinion (>3 slides and blocks),Biopsy No,SingleLine Text
Histopath - Second opinion (>3 slides and blocks),Comment:,Template
Histopath - Second opinion (Slide & Block),Biopsy No,SingleLine Text
Histopath - Second opinion (Slide & Block),Comment:,Template
Histopath - Second Opinion Slide & Block (CMC Vellore),Comment:,Template
Histopath - Second opinion Slide and Block,Biopsy No,SingleLine Text
Histopath - Second opinion Slide and Block,Comment:,Template
Histopath - Second opinion slide and block (CMC Vellore),Comment:,Template
Histopath - Second opinion slide and block (NIMHANS),Comment:,Template
Histopath - Second opinion slide only,Biopsy No,SingleLine Text
Histopath - Second opinion slide only,Comment :-,Template
Histopath - Second opinion slide only (NIMHANS),Comment:,Template
"Histopath - Second opinion Slide, Block & Specimen",Comment:,Template
Histopath - Second opinion Specimen,Comment:,Template
Histopath - Simple Mastectomy,Comment:,Template
Histopath - Sinus biopsy,Comment:,Template
Histopath - Sinus Biopsy / Fess,Comment:,Template
Histopath - Skin biopsy,Biopsy No,SingleLine Text
Histopath - Skin biopsy,Comment:,Template
Histopath - Skin biopsy IF,Comment:,Template
Histopath - Skin biopsy IF (Amrita),Comment:,Template
Histopath - Skin biopsy LM,Comment:,Template
Histopath - Skin biopsy LM & IF,Comment:,Template
Histopath - Skin biopsy LM & IF,Comments,MultiLine Text
Histopath - slide review (Quest),Comment:,Template
Histopath - Small bowel resection,Comment:,Template
Histopath - Snare Polypectomy,Comment:,Template
Histopath - Splenectomy,Biopsy No,SingleLine Text
Histopath - Splenectomy,Comment:,Template
Histopath - Sputum for hemosiderin laden macrophages,Comment:,Template
Histopath - Stereotactic  biopsy,Biopsy No,SingleLine Text
Histopath - Stereotactic  biopsy,Comment:,Template
Histopath - Synovial biopsy,Biopsy No,SingleLine Text
Histopath - Synovial biopsy,Comment:,Template
Histopath - Testicular biopsy,Biopsy No,SingleLine Text
Histopath - Testicular biopsy,Comment:,Template
Histopath - Thrombectomy,Comment:,Template
Histopath - Thrombectomy,Comment:,Template
Histopath - Thyroglossal cyst - excision,Comment:,Template
Histopath - Thyroid with Parathyroidectomy,Comment:,Template
Histopath - Tongue biopsy,Biopsy No,SingleLine Text
Histopath - Tongue biopsy,Comment:,Template
Histopath - Tonsillectomy,Biopsy No,SingleLine Text
Histopath - Tonsillectomy,Comment:,Template
Histopath - Tonsillectomy,Comment:,Template
Histopath - Tonsillectomy / Adenoidectomy,Comment:,Template
Histopath - Total Thyroidectomy,Biopsy No,SingleLine Text
Histopath - Total Thyroidectomy,Comment:,Template
Histopath - Total thyroidectomy with neck dissection,Comment:,Template
Histopath - Trucut biopsy,Comment:,Template
Histopath - Trucut biopsy ( Any Site),Biopsy No,SingleLine Text
Histopath - Trucut biopsy ( Any Site),Comment:,Template
Histopath - TURBT,Comment:,Template
Histopath - TURP  Chips,Biopsy No,SingleLine Text
Histopath - TURP  Chips,Comment:,Template
Histopath - Vaccum assisted biopsy - breast,Comment :-,Template
Histopath - Vocal cord,Biopsy No,SingleLine Text
Histopath - Vocal cord,Comment:,Template
Histopath - Watson Genomic Quest Diagnostics core,Comment:,Template
Histopath - Whipples (Pancreaticoduodenectomy),Biopsy No,SingleLine Text
Histopath - Whipples (Pancreaticoduodenectomy),Comment:,Template
Histopath - Wide Local Excision,Comment:,Template
Histopath - Wide local excision - Buccal mucosa / Lip / Tongue,Comment:,Template
Histopath - Wide local excision - Lip,Comment:,Template
Histopath - Wide local excision of eyelid,Comment:,Template
Histopath - Wide local excision with with mandible and maxilla,Comment:,Template
Histopath- Sextant biopsy prostate,Comment:,Template
HIV - Tridot + p24 Antigen,HIV-1,List Of Choices
HIV - Tridot + p24 Antigen,HIV-1 & HIV-2 Antibody,List Of Choices
HIV - Tridot + p24 Antigen,HIV-2,List Of Choices
HIV - Tridot + p24 Antigen,p24 Antigen,List Of Choices
HIV - Tridot + p24 Antigen,p24 Antigen & Antibody (HIV-1 & HIV-2),List Of Choices
HIV - Tridot + p24 Antigen,p24 Antigen & HIV-1 Antibody,List Of Choices
HIV - Tridot + p24 Antigen,p24 Antigen & HIV-2 Antibody,List Of Choices
HIV 1 & 2 CARD (Emergency Purpose Only),HIV 1 & 2,List Of Choices
HIV 1 & 2 CARD (Emergency Purpose Only),HIV 1 & 2 CARD,SubHeading
HIV 1 & 2 CARD (Emergency Purpose Only),HIV-1,List Of Choices
HIV 1 & 2 CARD (Emergency Purpose Only),HIV-2,List Of Choices
HIV 1 RNA,Result,Numeric
"HIV 1 RNA Quantitative , RT PCR  (lp)",Result,SingleLine Text
HIV 1+2 ELISA -Panel,A:G Ratio,Numeric
HIV 2 RNA PCR,Result,List Of Choices
HIV 2 Viral Load,Result,List Of Choices
HIV 2 Western Blot,Result,List Of Choices
HIV Antigen & Antibody (ELFA),HIV Antigen & Antibody (ELFA),SubHeading
HIV Antigen & Antibody (ELFA),HIV-1 & HIV-2 Antibody,Numeric
HIV Antigen & Antibody (ELFA),HIV-1 p24 Antigen,Numeric
HIV Antigen & HIV Antibody (ELISA),HIV Ag & HIV Ab,Numeric
HIV Antigen & HIV Antibody (ELISA),HIV Antigen & HIV Antibody (ELISA),SubHeading
HIV Antigen & HIV Antibody (ELISA),Interpretation,List Of Choices
HIV DNA PCR,A:G Ratio,Numeric
HIV I & II (COMBI-ECLIA),A:G Ratio,Numeric
HIV RNA PCR Quantitative+CD3+CD4+CD8,Result,SingleLine Text
HIV RNA PCR(Quantiative viral load),A:G Ratio,Numeric
HIV-1/HIV-2 Antibody & p24 Antigen (CLIA),HIV-1/HIV-2 Antibody & p24 Antigen,Numeric
HIV-1/HIV-2 Antibody & p24 Antigen (CLIA),HIV-1/HIV-2 Antibody & p24 Antigen (CLIA),SubHeading
HIV-1/HIV-2 Antibody & p24 Antigen (CLIA),Interpretation,List Of Choices
HIV1 VIRAL LOAD,Result,List Of Choices
HIV1&2 Western Blot,Result,List Of Choices
"HLA - A, B , DR",A:G Ratio,Numeric
HLA - B5 (B *51/52) - Lalpath,Result,List Of Choices
"HLA B27,Qualitative PCR",Result,List Of Choices
HLA-B27,Result,Numeric
Holter,Impression,TextEditor
Homocysteine,Homocystine,Numeric
Homocystine Serum,A:G Ratio,Numeric
HsCRP,Result,List Of Choices
Hsg,Impression,TextEditor
HSV - 1 IgM Serum,Result,List Of Choices
HSV - 1& 2 IgG CSF,Result,Numeric
HSV 1 & 2 IgG Western Blot,Result,List Of Choices
HSV 1 & 2 IgM Western Blot,Result,List Of Choices
HSV 1&2 IgG,Result,List Of Choices
HSV 2 IgG,Result,List Of Choices
HSV I & II IgM CSF,Result,SingleLine Text
HTLV 1 & 2 Virus,Result,List Of Choices
Human Papilloma Virus- Detection & Genotyping (PCR),Result,List Of Choices
IA2( Insulin Autoantibodies) - Metropolis,Result,Numeric
Ig A CSF,Result,Numeric
IgA (CSF),Result,List Of Choices
IgA Endomysial antibody BY IFA (LALPATH),Result,List Of Choices
IgA Endomysial antibody BY IFA - Dilution(LALPATH),Result,List Of Choices
IgA Serum,Result,Numeric
IgE,IgE,SubHeading
IgE,Result,Numeric
IGF -1,Result,Numeric
IGF BP3,IGF BP-3,Numeric
IgG,Immunoglobulin G,Numeric
IgG CSF,Result,Numeric
IgG Serum,Result,Numeric
IgG4 Sub class,Result,List Of Choices
IgM,Immunoglobulin M,Numeric
IgM CSF,Result,Numeric
Immunoblot for food allergens,Result,SingleLine Text
"Immunodeficiency Panel 2: CD4/CD8 Counts (CD3,CD4,CD8)",A:G Ratio,Numeric
Immunodeficiency Panel 4: CD4 Counts (CD3 & CD4),A:G Ratio,Numeric
Immunofixation - Qualitative Serum,A:G Ratio,Numeric
Immunofixation - Quantitative CSF,A:G Ratio,Numeric
Immunofixation - Quantitative Urine,A:G Ratio,Numeric
Immunofixation Qualitative Urine,A:G Ratio,Numeric
Immunofixation- Quantitative Serum,A:G Ratio,Numeric
Immunoglobulin profile,Result,SingleLine Text
Indian ink Preparation CSF,Indian ink preparation CSF,SubHeading
Indian ink Preparation CSF,Result,List Of Choices
Indirect Coobs Test with Antibody Titre,Antibody Titre,SingleLine Text
INDIRECT COOMB'S TEST (Titer ),ICT ( Titer ),List Of Choices
Indirect Coombs Test,ICT,List Of Choices
Insulin,A:G Ratio,Numeric
Insulin Antibodies,Result,List Of Choices
Insulin Fasting,Insulin Fasting,Numeric
Insulin Free ( Bioactive ),A:G Ratio,Numeric
Insulin Resistance Test,A:G Ratio,Numeric
IRON - Serum,Iron,Numeric
Iron Profile,Ferritin,Numeric
Iron Profile,Iron,Numeric
Iron Profile,TIBC,Numeric
Iron Profile,Transferin  Saturation,Numeric
Ivp,Impression,TextEditor
JAK - 2 Mutation (CMPD) Exon 12,Result,SingleLine Text
JAK -2 Mutation (CMPD) V617F,Result,List Of Choices
Kappa,A:G Ratio,Numeric
Karyoquest (on quest),Result,SingleLine Text
Karyotyping by G- Banding,Result,List Of Choices
Ketone bodies,Acetone,List Of Choices
KOH Smear,Result,List Of Choices
L E Cells,A:G Ratio,Numeric
LACTATE,Lactate,Numeric
Lactate ( CSF ),A:G Ratio,Numeric
Lamda,A:G Ratio,Numeric
Large Film (1 View),Impression,TextEditor
Large Film (2 View),Impression,TextEditor
Laser Ablation of Vericose Veins,Impression,TextEditor
LDH ( Lactate Dehydrogenase ),LDH,Numeric
LDL Cholesterol,LDL Cholesterol,Numeric
Lead ( O ),Lead,Numeric
Legionella Pneumophila Antigen Urine,Result,List Of Choices
Leptin,A:G Ratio,Numeric
Leptospira IgM (ELISA),Interpretation,List Of Choices
Leptospira IgM (ELISA),Leptospira IgM,Numeric
Leptospira IgM (ELISA),Leptospira IgM (ELISA),SubHeading
Leptospiral Antibody IgM/IgG Card,IgG,List Of Choices
Leptospiral Antibody IgM/IgG Card,IgM,List Of Choices
Leptospiral Antibody IgM/IgG Card,Leptospira IgG Antibody,List Of Choices
Leptospiral Antibody IgM/IgG Card,Leptospira IgM Antibody,List Of Choices
Leptospiral Antibody IgM/IgG Card,Leptospiral Antibody IgM/IgG Card,SubHeading
Leptospiral IgG,A:G Ratio,Numeric
LIPASE,Lipase,Numeric
Lipase (Urine),Lipase,Numeric
Lipid Profile,HDL Cholesterol,Numeric
Lipid Profile,LDL Cholesterol,Numeric
Lipid Profile,Lipid Profile,SubHeading
Lipid Profile,Total Cholesterol,Numeric
Lipid Profile,Triglycerides,Numeric
Lipid Profile,VLDL Cholesterol,Numeric
Lipid Profile - EHC,HDL Cholesterol,Numeric
Lipid Profile - EHC,LDL / HDl Ratio,SingleLine Text
Lipid Profile - EHC,LDL Cholesterol,Numeric
Lipid Profile - EHC,Lipid Profile - EHC,SubHeading
Lipid Profile - EHC,Total Cholesterol,Numeric
Lipid Profile - EHC,Triglycerides,Numeric
Lipid Profile - EHC,VLDL Cholesterol,Numeric
Lipoprotein Electrophoresis (O),Result,SingleLine Text
Lithium (Serum),Lithium,Numeric
Liver Function Test ( LFT ),A:G Ratio,Numeric
Liver Function Test ( LFT ),Albumin,Numeric
Liver Function Test ( LFT ),Alkaline Phosphatase,Numeric
Liver Function Test ( LFT ),Direct Bilirubin,Numeric
Liver Function Test ( LFT ),Globulin,Numeric
Liver Function Test ( LFT ),Indirect Bilirubin,Numeric
Liver Function Test ( LFT ),Liver Function Test ( LFT ),SubHeading
Liver Function Test ( LFT ),SGOT,Numeric
Liver Function Test ( LFT ),SGPT,Numeric
Liver Function Test ( LFT ),Total Bilirubin,Numeric
Liver Function Test ( LFT ),Total Protein,Numeric
Liver- Bilirubin,Direct Bilirubin,Numeric
Liver- Bilirubin,Indirect Bilirubin,Numeric
Liver- Bilirubin,Total Bilirubin,Numeric
LKM Ab,Result,Numeric
Lp(a),Result,Numeric
Lupus Anticoagulant (lalpath),Lupus Anticoagulant,Numeric
LUTENIZING  HORMONE ( LH ),Luteinizing Hormone,Numeric
Lyme Disease Antibobies IgM & IgG,Result,List Of Choices
Lyme IgM,Result,List Of Choices
Lymphoma Diagnostic panel- Flowcytometry (QUEST),Result,List Of Choices
M P Card Test,M P Card,List Of Choices
Magnesium,Magnesium,Numeric
Malarial Parasite by PS,Observation,Template
Malarial Parasite kit test (Antigen),A:G Ratio,Numeric
MAMMOGRAPHY,Impression,TextEditor
MCV,MCV,Numeric
Meningoencephalitis - Multiplex Real-Time PCR,Result,SingleLine Text
Metanephrine-Free Plasma,Metanephrine-Free Plasma,Numeric
Methadone,Result,Numeric
Methamphetamine,Result,Numeric
Microfilaria by PBF,A:G Ratio,Numeric
Microfilaria by PS,Observation,Template
Microglobulin,A:G Ratio,Numeric
Microplasma pneumoniae IgM,Result,Numeric
Mitochondrial Antibody (AMA) by IFA,Result,Numeric
MNC Count,MNC count,SingleLine Text
MNC Count,MNC COUNT,SubHeading
MNC Count,TC,Numeric
Molecular MPN Pannel ( QUEST ),CALRETICULIN Mutation,SubHeading
Molecular MPN Pannel ( QUEST ),FISH t ( 9: 22 ),SubHeading
Molecular MPN Pannel ( QUEST ),Jak 2v617F Mutation,SubHeading
MP  Card,MP Card,List Of Choices
MPO-ANCA (p-ANCA) ELISA,Interpretation,List Of Choices
MPO-ANCA (p-ANCA) ELISA,MPO-ANCA (p-ANCA),Numeric
MRI - MRCP,Impression,TextEditor
MRI Contrast Charges - 10ml,Impression,TextEditor
MRI Contrast Charges - 20 ml,Impression,TextEditor
"MRSA SCREEN (OUTSIDE TREATED CASES ),ONE SWAB",Culture,Culture
"MRSA SCREEN (OUTSIDE TREATED CASES ),ONE SWAB",Gram Stain,List Of Choices
"MRSA SCREEN (OUTSIDE TREATED CASES ),ONE SWAB",Gram Stain,SingleLine Text
"MRSA SCREEN (OUTSIDE TREATED CASES ),ONE SWAB",MRSA Screen swab culture,SubHeading
"MRSA SCREEN (OUTSIDE TREATED CASES ),ONE SWAB",Observation,List Of Choices
MRSA Screen Swab Culture,Culture,Culture
MRSA Screen Swab Culture,Gram Stain,List Of Choices
MRSA Screen Swab Culture,Gram Stain,List Of Choices
MRSA Screen Swab Culture,MRSA Screen swab culture,SubHeading
MRSA Screen Swab Culture,Observation,List Of Choices
MUSK Antibody,Result,Numeric
Mycoplasma pneumoniae by RT PCR,Result,List Of Choices
Myoglobin,A:G Ratio,Numeric
Myoglobin (Urine),A:G Ratio,Numeric
N - myc Gene amplification by FISH (Oncquest),Comment:,Template
NAAT CheX TB + Neurocysticercosis,Result,List Of Choices
Nail Clipping For Fungus,A:G Ratio,Numeric
NCS Single limb,Impression,TextEditor
NCS-All 4 limbs,Impression,TextEditor
NCS-Brachial plexus,Impression,TextEditor
NCS-CTS Protocol,Impression,TextEditor
NCS-Lumbar Radiculopathy Protocol,Impression,TextEditor
NCS-Single limb,Impression,TextEditor
NCS-Two limbs,Impression,TextEditor
Neonatal Screen  II (Urine ) - 111 Conditions,Phenyl Alanine,MultiLine Text
Neonatal Screen - III ( Blood & Urine ) - 119 Conditions,17OHProgestrone,Numeric
Neonatal Screen - III ( Blood & Urine ) - 119 Conditions,Biotinidase,MultiLine Text
Neonatal Screen - III ( Blood & Urine ) - 119 Conditions,Cystic Fibrosis,MultiLine Text
Neonatal Screen - III ( Blood & Urine ) - 119 Conditions,G6PD,Numeric
Neonatal Screen - III ( Blood & Urine ) - 119 Conditions,Galactosemia,MultiLine Text
Neonatal Screen - III ( Blood & Urine ) - 119 Conditions,Phenyl Alanine,MultiLine Text
Neonatal Screen - III ( Blood & Urine ) - 119 Conditions,TSH,Numeric
Neonatal Screen 1 ( Blood ) 7 Conditions,CAH,SingleLine Text
Neonatal Screen 1 ( Blood ) 7 Conditions,CF,SingleLine Text
Neonatal Screen 1 ( Blood ) 7 Conditions,CH,SingleLine Text
Neonatal Screen 1 ( Blood ) 7 Conditions,G6PD,Numeric
Neonatal Screen 1 ( Blood ) 7 Conditions,Galactosemia  and biotinidase deficiency,SingleLine Text
Neonatal Screen 1 ( Blood ) 7 Conditions,Phenyl Alanine,MultiLine Text
Neonatal screen-  IV,A:G Ratio,Numeric
NF  genetic test  ( Genepath),Result,List Of Choices
Nicotine Level,A:G Ratio,Numeric
NMDA Receptor Antibody (NR1) (AMRITHA),Result,List Of Choices
NMO(Aquaporin 4) (Neuromyelitis Optica Antibodies) (AMRITHA),Result,List Of Choices
Non invasive Prenatal Screening Test (NIPT),Monosomy X,SingleLine Text
Non invasive Prenatal Screening Test (NIPT),Triploidy,SingleLine Text
Non invasive Prenatal Screening Test (NIPT),Trisomy 13,SingleLine Text
Non invasive Prenatal Screening Test (NIPT),Trisomy 18,SingleLine Text
Non invasive Prenatal Screening Test (NIPT),Trisomy 21,SingleLine Text
Opiates,Result,Numeric
Osmolality Serum ( O ),Serum Osmolality,Numeric
Osmolality Urine ( O ),"Osmolality, Urine,Freezing Point Depression",Numeric
Osmotic Fragility Test,Control,SubHeading
Osmotic Fragility Test,Haemolysis completed by,SingleLine Text
Osmotic Fragility Test,Haemolysis completed by:,SingleLine Text
Osmotic Fragility Test,Haemolysis started at,SingleLine Text
Osmotic Fragility Test,Haemolysis started at;,SingleLine Text
Osmotic Fragility Test,Test,SubHeading
Oxalate,A:G Ratio,Numeric
P ANCA,P ANCA,Numeric
Pacemaker Analysis,Impression,TextEditor
Paired blood culture automated(Aerobic and Anaerobic),Comments,MultiLine Text
Paired blood culture automated(Aerobic and Anaerobic),Culture,Culture
Paired blood culture automated(Aerobic and Anaerobic),Gram stain,MultiLine Text
Paired blood culture automated(Aerobic and Anaerobic),Observation,List Of Choices
Paired blood culture automated(Aerobic and Anaerobic),OBSERVATION,List Of Choices
Paired blood culture automated(Aerobic and Anaerobic),PAIRED BLOOD CULTURE AUTOMATED,SubHeading
Paired blood culture automated(Aerobic and Anaerobic),Sample,SingleLine Text
Paired blood culture automated(Aerobic and Anaerobic),SAMPLE A : AEROBIC BLOOD CULTURE,SubHeading
Paired blood culture automated(Aerobic and Anaerobic),SAMPLE B: ANAEROBIC BLOOD CULTURE,SubHeading
Paired blood culture automated(Aerobic and Anaerobic),Site,SingleLine Text
Pan bacterial 16S rRNA Detection and Identificatio,Result,List Of Choices
PAN Bacterial Detection and Identification (GENE PATH),Result,List Of Choices
Pan-Malaria Card,Malarial Antigen,List Of Choices
PAP Smear,Comment:,Template
PAPPa,A:G Ratio,Numeric
PARA  THYROID  HORMONE,ParaThyroid Hormone,Numeric
Paracetamol Level (Quantitative) - Serum,Paracetamol Level,SubHeading
Parvo virus B19 IgM,Result,Numeric
Parvo virus B19 Qualitative (GENEPATH),Result,SingleLine Text
Parvo virus B19-quantitative-(Genepath),Result,List Of Choices
Parvovirus B19 antibodies panel Ig G & Ig M,Result,Numeric
Paul Bunel (IM) Test,A:G Ratio,Numeric
Paul Bunnel Test(Infectious Mononucleosis),Result,Numeric
PCP  ( Phencyclidine Phosphate ),A:G Ratio,Numeric
PCV / HCT ( Packed Cell Volume ),PCV,Numeric
Pericardial Fluid,Albumin,Numeric
Pericardial Fluid,Chemical Examination,SubHeading
Pericardial Fluid,Clarity,List Of Choices
Pericardial Fluid,Clot,List Of Choices
Pericardial Fluid,Colour,List Of Choices
Pericardial Fluid,Differential Count,SubHeading
Pericardial Fluid,Glucose 30 minutes,Numeric
Pericardial Fluid,Lymphocytes,Numeric
Pericardial Fluid,Microscopic Examination,SubHeading
Pericardial Fluid,Neutrophils,Numeric
Pericardial Fluid,Others,MultiLine Text
Pericardial Fluid,Physical Examination,SubHeading
Pericardial Fluid,Protein,Numeric
Pericardial Fluid,RBC Count,Numeric
Pericardial Fluid,Total Count,Numeric
Peripheral Blood Smear ( PBF ),Observation,Template
Peripheral Blood Smear ( PBF ),Peripheral Blood Smear ( PBF ),SubHeading
Peritonieal Fluid Cytology,Comment:,Template
PET CT,Impression,TextEditor
PH,pH,Numeric
Phenobarbitone (Gardinal),Result,Numeric
"Phenytoin ( Eptoin, Dilantin )",Phenyntoin,Numeric
Phospholipid IgM,Phospholipid IgM,Numeric
Phosphorus,Phosphorus,Numeric
Phosphorus -  Inorganic Serum,Result,Numeric
Phosphorus - Inorganic 24hr Urine,Result,Numeric
Phosphorus - Inorganic Urine Spot,Result,Numeric
PLA2 Receptor Antibody,Result,List Of Choices
Plasma Aldostirone Concentration,Plasma Aldostirone Concentration,Numeric
Plasma Renin Activity,Renin Activity,Numeric
Platelet Count,Platelet,Numeric
"Pleural Fluid  ( TC , DC )",Appearance,List Of Choices
"Pleural Fluid  ( TC , DC )",Atypical Cells,List Of Choices
"Pleural Fluid  ( TC , DC )",Celll Count,SubHeading
"Pleural Fluid  ( TC , DC )",Colour,List Of Choices
"Pleural Fluid  ( TC , DC )",Differential Count,SubHeading
"Pleural Fluid  ( TC , DC )",Eosinophils,Numeric
"Pleural Fluid  ( TC , DC )",Lymphocytes,Numeric
"Pleural Fluid  ( TC , DC )",Mesothelial Cells,List Of Choices
"Pleural Fluid  ( TC , DC )",Neutrophils,Numeric
"Pleural Fluid  ( TC , DC )",Others,MultiLine Text
"Pleural Fluid  ( TC , DC )",Physical Examination,SubHeading
"Pleural Fluid  ( TC , DC )",RBC,Numeric
"Pleural Fluid  ( TC , DC )",TC ( WBC ),SingleLine Text
"Pleural Fluid  ( TC , DC )",Volume,Numeric
Pneumocystis carinii detection (IFA),Result,SingleLine Text
Porphobilnogen,Result,Numeric
Porphyrins Screening ( Metropolis ),Result,Numeric
Portable USG - Abdomen,Impression,TextEditor
Portable Usg With Report (Additional Charge),Impression,TextEditor
Potassium ( serum ),Potassium,Numeric
PR3-ANCA (c-ANCA) ELISA,Interpretation,List Of Choices
PR3-ANCA (c-ANCA) ELISA,PR3-ANCA (c-ANCA),Numeric
Prader Willi PCR,Result,List Of Choices
Pregnancy Test ( Card ),Pregnancy Test,List Of Choices
pro - BNP,A:G Ratio,Numeric
pro BNP,A:G Ratio,Numeric
PROCALCITONIN,Procalcitonin,Numeric
Progesterone,Progesterone,Numeric
PROLACTIN,Prolactin,Numeric
Prolactin (Dilution study),Prolactin,Numeric
Protein C,Protein C,Numeric
Protein Creatinine Ratio,Creatinine,Numeric
Protein Creatinine Ratio,Protein,Numeric
Protein Creatinine Ratio,Protein Creatinine Ratio,Numeric
Protein Electrophoresis  ( O ),Electrophoresis,SubHeading
Protein Electrophoresis  ( O ),Note:,Template
Protein S,Protein S,Numeric
Prothrombin Time with INR,Control,Numeric
Prothrombin Time with INR,INR,Numeric
Prothrombin Time with INR,Test,Numeric
PSA ( Total ),Prostate specific Antigen,Numeric
Pseudo Cholinesterase,Pseudo Cholinesterase,Numeric
Pseudocholinesterase,Pseudo Cholinesterase,Numeric
"PTH, intact & Calcium (Quest)",Calcium,Numeric
"PTH, intact & Calcium (Quest)",ParaThyroid Hormone,Numeric
QBC MP,QBC MP,Template
Quadruple test (Maternal Screen),A:G Ratio,Numeric
RA Factor ( Semi-quantitative ),RA Factor,Numeric
